Insult,Date,Comment,Usage
1,20120619035320Z,"""QUE POCA MOTHER DE MILENIO NOTICIAS, SON UN FRAUDE JUNTO CON PE\xd1A NIETO, LA VERDAD QUE USTEDES UNDEN A EL P\xc0IS, TODO POR EL PUTO DINERO DE MIERDA, QUE BAJO HAS CAIDO MILENIO....FUCK YOU""",PrivateTest
0,20120620022929Z,"""THAT is one BIZARRE opinion that Roberts fuckingup the Presidential Oath of Office resulted in a Totalitarianism over the USA. LOL, have another drink, pal.""",PublicTest
0,20120619191311Z,"""You go, Tone!&nbsp; I'd love to see somebody smack that smug look off that little fuck's face.&nbsp; Well, I don't care to *see* that smug-looking little fuck, actually, but you know what I mean...""",PrivateTest
0,20120529013656Z,"""I totally banged this chick:\nhttp://sportsnation.espn.go.com/fans/edwardn999#/fans/EdwardN999/albums/21769948/images/2166709""",PrivateTest
1,20120610092828Z,"""@morcar\xa0, you are one deluded idiot, that has got to be the STUPIDEST comment i have ever heard! What a complete and utter plank you are!""",PrivateTest
0,20120527180312Z,"""plz dj jepi sms  ne tv ok  njesh""",PublicTest
1,20120620093436Z,"""If you aren't Jewish, then you are a fool.""",PublicTest
0,20120620024531Z,"""I fault the fact that there are 20 qualifier tournaments for a TOURNAMENT OF LEGENDS, effectively making it any other tournament, and not at all a tournament of legends.""",PrivateTest
1,20120320154545Z,"""@nealcity \xa0Are you employed?\xa0 By whom?\xa0 You're talents are wasted at whatever you do, I'm sure of it.\xa0\xa0 lulz""",PrivateTest
1,20120619052222Z,"""Omfg how many trolls are here ???? When will trolls learn\n\n#fucktrolls\n\n#trollssuck""",PrivateTest
0,20120612123306Z,"""Maher is an idiot.. and you are too if you defend his stupidity""",PrivateTest
1,20120612145602Z,"""exactly.......little ole crybaby can call players names like troid.....but then turns around and calls people classless or haters\n\nBIGGEST HYPOCRITE ON THESE BOARDS""",PublicTest
1,20120609172704Z,"""Mr Moron why dont we place your desk and you on the moon -- obviously you are already braindead and will not suffer for the lack of oxygen - What planet are you living on dunderhead?\xa0 This man Obscumbo is no doubt the stupidest man to ever sit in the oval office - legally or in his case illegally.\nA sheer bonehead and you are absolutely correct, the government is moving in the wrong direction!! Are you starting to accept and acknowledge responsibility for your pathetic fiscal insanity over the last 3.5 years Mr Bonehead In chief?""",PublicTest
1,20120529160021Z,"""Go study up on econ 101 and get back to us when you know what the H#LL you're talking about""",PrivateTest
0,,"""Cool! I hope it's true and breeding, as one of those skins and fur would look lovely on my newly stripped living room floor!""",PrivateTest
0,20120528134405Z,"""you sir, are spot on.""",PrivateTest
0,20120611141058Z,"""Razor2myWrist... when will you take that razor there?\xa0 Hopefully soon.\xa0 You are a major moron.\xa0 When HE calls you home HE will call you home.\xa0 I'm sure that HE did not let\xa0Patrick\xa0suffer.\xa0 Prayers and condolences for those he left behind.""",PrivateTest
0,20120619114343Z,"""fuck yeah!\ni wonder about his new hair..huhuhu""",PrivateTest
1,20120611211309Z,"""You're about as useful as a used tampon, but not as smart.""",PrivateTest
1,20120619012450Z,"""Hey moron ""JOBS_ONE"", the Hispanics already know that this doesn't provide a pathway to citizenship. \n\n\n\nHow long do you think it's going to take for you to figure that out???""",PrivateTest
1,20120610160825Z,"""Lmfaooooo.. U pathetic son.. This must be what you do for fun..the highlight of your day.. Go on Wshh and write MADD shit on ppls comments.. Hahaha I pitty you child..u one of them bitches wit no life ..nobody wanna hang wit u.. Cuz u lame ugly ass fuck.. Fuck outta here fall the fuck bac..""",PublicTest
0,,"""Did you force yourself to be straight? If you did, you probably are gay.""",PrivateTest
0,20120612052038Z,"""HOLY HOT DAMN you already raised $76,000??? shit haha that is impressive... what a bunch of toolbags at funnyjunk with an idiot lawyer..""",PrivateTest
0,20120609233410Z,"""@MiracleMan wishes my name was hot piece of ace\xa0\xa0@MiracleMan\xa0Who is this nate guy?""",PrivateTest
0,20120620002147Z,"""<blockquote>Little over sensitive, I think the conservatives are. They can dish it out but can't take it.</blockquote>And what are we to take from the fact that right-wingers generously lose with good grace, but every time the left loses, we have to listen to talk of revolution for four years?""",PrivateTest
0,,"""IDS is one of a dying breed. Politicians who really try to do what is right and fair. I\\'m sick to death of the lefties harping on about \\'the most vulnerable in society\\', when the people they refer to are really ""the scoungers"" in our society. The government are not trying to put genuine needy people into unfair situations. They are trying to be fair, by not making those in work pay unreasonable amounts to fund those not working. The left know this, but won\\'t admit it because it doesn\\'t suit their agenda. Those who\\'re working deserve a fair deal too.  """,PrivateTest
1,20120320101923Z,"""Lmao noone goes a damn what ur country says. And actually not it isn't more offense it just makes u look dumb . And correction FUCK YOU.""",PublicTest
0,20120529220113Z,"""Not sure you were supposed to remember that....haha...""",PrivateTest
1,20120320205550Z,"""I guess you're not used to conversing with someone with an IQ greater than a 5 watt light bulb?""",PublicTest
1,20120619224945Z,"""YOU DON'T HAVE ANY FRIENDS DO YOU. TRY DICK-IN /YOUR- MOUTH .COM....SOMEONE THERE WILL LIKE YOU""",PrivateTest
0,,"""@JoshXdLozano @MAFYOSO if you give me your email, i will email it to you if you don't have it on your idevice\\n\\n """,PrivateTest
1,20120528233319Z,"""Gay. Douch'e turd fuck.""",PublicTest
1,20120320141848Z,"""there is no tamil areas in srilanka. is there any black americans areas USA. mind your own bisness hole world hate you as americans.better u stop steeling from others. if u no money eat some shit with tigers.""",PrivateTest
1,20120610011112Z,"""flushres: Thanks caveman! I appreciate your Neanderthal mentality. You are welcome and good night...""",PrivateTest
1,,"""stick that up your-ass fruit cake. You get no tolerance and you get no special rights. We are not required to give you jackshit. I'm sorry I used the sh|t word. I know that gets you excited like a fart does...the homo-mating call.""",PrivateTest
0,20120515201506Z,"""I don't know why you say that it isn't your best painting, because I LOVE IT. I love the colors so much and the pretty tree with the swing... so dreamy!""",PublicTest
1,20120320124220Z,"""You gotta be retarded.....""",PrivateTest
1,20120320204957Z,"""Your a moron. Go\xa0snuggle yourself in potted meat.""",PrivateTest
0,20120529071003Z,"""I'm also excited for Nintendo's show. Wii U and some 3DS love for me!\n\nI might skip Microsoft's (don't hate, I have a valid reason) because it will probably a big shooter&kinect-fest, unless they are introducing a new console or something else other than Halo, CoD or Kinect games then I'll definitely going to stop, watch live streaming or read live blog, and be happy about it. I've lost interest in the 360 announcements ever since PS3 picked up the pace and began having more JRPGs than 360. Where you at MistWalker? Oh right, over Nintendo. Hmm...well, live blog's not gonna hurt. Going to follow MS's show then.\nSony have an amazing line-up of exclusives and they're boosting up the Vita so I'm definitely excited for that as well.E3 FTW!!!""",PrivateTest
0,20120612072634Z,"""@HDnatureTV\xa0\xa0@Gelugon_baat Gelugon is Kevin Van Ord? shocking news""",PrivateTest
0,20120515224719Z,"""When you get depressed, look at your beautiful water and your beautiful men!""",PrivateTest
1,20120609223628Z,"""Because too many idiots sue to make money.""",PublicTest
1,20120620134247Z,"""You are an idiot""",PrivateTest
1,20120619182939Z,"""I love this blog but its comments like this that make me think you're a pretentious comedy douche. \n\n\n""It seems to me that when a majority of critically lauded network sitcoms\n have female leads and you are a person best known for being friends \nwith Jimmy Kimmel, being on The Celebrity Apprentice and Dancing with the Stars, and hosting a podcast, well, you should shut the fuck up about who's funny and who isn't. "" \n\nHe definitively best known for The Man Show or his podcast that was once the most downloaded podcast on earth. He also wrote a Book that debuted on the NYT best sellers list. Don't try to downplay a mans career because you disagree with a comment he said about women in comedy. Corolla is a paid comedian with over a decade of being prominent in show business he is allowed to air his opinions on comedy and say who is funny and who is not.""",PrivateTest
0,20120611204208Z,"""You will be in stripes before he is.""",PrivateTest
0,20120611225531Z,"""bullchit (using a scat phrase in your chittyhonor) Obama and his handlers, namely Axelrod, have incorporated bin llladen as a mythological enhancement to your communist hero's fading image.\xa0Your are not only 'full of it', unhinged and repulsive, you are a LIAR.""",PublicTest
0,20120619213733Z,"""To ti je Crveni \u0161korpion, ovaj je pripadao Hugu Prattu, a se inspirisao gledaju\u0107i uvodne scene Peckinpahovog filma ""Divlja horda"". U\u010deni ljudi ka\u017eu \u0161korpija najbplje simbolizuje ljudsku prirodu. Mo\u017eda si \u010duo onu pri\u010du kad \u017eaba nosi \u0161korpiju (koja ne mo\u017ee da pliva) preko reke. Na pola puta \u0161korpija ubode \u017eabu, koja je zaprepa\u0161\u0107eno upita: ""Ali za\u0161to to radi\u0161, sad \u0107emo se obe utopit?"" \u0160korpija joj ladno odgovori:""Znam, ali niko ne mo\u017ee protiv svoje prirode:"" \u0160korpija je kick ass hardcore motherfucker(ka)!""",PrivateTest
1,20120619220804Z,"""First of all idiot if someone whipped my @$$ they wouldn't be alive today nore will I go on a reality show and talk about it...if Memphiz did k Michelle so wrong than why is she still talking about it...if someone hurt me I wouldn't even mention their name because that's how upset ill be with them.....judging by your repost to my comment I take it that you're a bitter ex-girlfriend who probably got your head popped off by your ex-boyfriend....stupid moron h@ting on.Toya's and Memphiz like that....go join k Michelle on the jealous train....tutu!!!!""",PrivateTest
1,20120610075608Z,"""odd you post this - you critize me every day ... via email...via pinterest...via twitter...wherelse? via south station...btw everyone there are just as big of losers if they condone your ""relationship"" with a married man...whore""",PrivateTest
1,,"""You are a drone  -  Go back to your complaining and hating - dung beetle.""",PublicTest
0,20120528071959Z,"""its the Kings Isaiah lol, not the legend hhahaha""",PrivateTest
1,20120529044413Z,"""Why don't you and loweeell trade phone numbers so we don't have to read trash...how does one idiot top another...try to get it!""",PrivateTest
1,20120320165923Z,"""You are free to leave whenever you like tinkerbell. Maybe the Kossacks or HuffnPuff is more your style. Why don't you go over there and complain about their lack of balance?""",PrivateTest
0,20120619191500Z,"""Yawn.\n\nAnd your thoughts on left wing rank hypocrisy are? \n\nOh and do you have an ISA? If yes you are a tax avoiding hypocrite.""",PublicTest
1,,"""no, what is pathetic is your attempt to communicate in the english language. also, your over-reaction. you must be one of those catholic boys fooked up the ass. and you like it!""",PrivateTest
1,20120620144928Z,"""You're still an idiot.""",PrivateTest
1,20120529233858Z,"""This ""PEYOTE IS FREE!"" moron posts in every weed related thread. You're not going to tell us where you harvest your yeild, (not that I blame you) so why don't you just shut the fuck up and go eat some of it, idiot.""",PrivateTest
